,Date.time,Power.me,Means,Lowers,Uppers,Squared Error,Absolute Error
0,2017-09-25 08:30:00,846.0009384155273,991.4076553672808,616.4893985330026,1327.8918677024326,21143.113334687336,145.40671695175342
1,2017-09-26 10:00:00,783.0284729003906,805.2476294737429,390.63386144965966,1202.8287854772109,493.6909188311438,22.21915657335228
2,2017-09-26 12:50:00,-10.237331628799438,63.62275436109748,-390.216871596477,465.78938903400143,5455.312302434967,73.86008598989692
3,2017-09-27 06:00:00,1914.539794921875,2209.354024407927,1811.799058532505,2653.7235494518022,86915.42990745467,294.8142294860522
4,2017-09-27 18:10:00,3084.491485595703,3089.025778846786,2606.8978688415064,3480.5554533158465,20.55981528681684,4.534293251083
5,2017-09-27 21:40:00,3870.3004760742188,3968.748078050462,3616.987736373808,4412.797284147844,9691.93033487282,98.44760197624328
6,2017-09-29 03:50:00,3206.2193298339844,3295.083330378549,2910.5307328128256,3664.383532463248,7896.810592784365,88.86400054456453
7,2017-09-29 11:10:00,2584.5348510742188,2461.781199865218,2134.182501082935,2826.4139235375865,15068.458885141064,122.75365120900096
8,2017-09-29 19:10:00,2997.4541015625,3246.269320683788,2828.6379364142595,3628.356403877756,61909.01326637457,248.815219121288
9,2017-09-30 02:50:00,2762.670928955078,3028.466468940759,2637.0084198687637,3442.029284888045,70647.26907627974,265.795539985681
10,2017-09-30 06:40:00,2972.827682495117,3146.998816690498,2739.706749231587,3519.3405254275353,30335.583986905414,174.171134195381
11,2017-09-30 12:00:00,1990.022933959961,2190.5857880070066,1795.8504605563296,2528.919330234517,40225.458423496544,200.56285404704568
12,2017-09-30 19:50:00,3904.33740234375,3930.232987494495,3576.848149882298,4360.7899993555575,670.5813302994779,25.895585150744864
13,2017-09-30 23:50:00,6574.734069824219,6501.646434084543,6176.5145298046555,6859.483185864302,5341.802498015496,73.08763573967553
14,2017-10-01 07:10:00,2125.9451751708984,2050.698607169917,1663.537433620609,2412.220268256854,5662.0459959263135,75.24656800098137
15,2017-10-01 09:20:00,3647.5352783203125,3653.678764754901,3265.3404578330023,4044.399922917356,37.74242557197095,6.14348643458834
16,2017-10-01 15:30:00,7865.086181640625,8687.184849950303,8293.581430467208,9075.427751767373,675846.220436546,822.098668309678
17,2017-10-01 19:00:00,9760.81884765625,9621.592227962474,9323.204236710808,9976.708991006764,19384.0516313554,139.22661969377623
18,2017-10-02 02:40:00,8251.137084960938,8494.081596396443,8091.963753201991,8884.498985712473,59022.03563663659,242.94451143550577
19,2017-10-02 04:50:00,6999.641540527344,7386.099529815829,7016.7216111592625,7783.000259371647,149349.77748489872,386.4579892884849
20,2017-10-02 05:10:00,5102.380554199219,5403.931902491179,5003.533349930069,5853.057860673445,90933.21565669926,301.5513482919605
21,2017-10-02 06:10:00,8526.195556640625,8565.12191633074,8182.755354714349,8911.831412748848,1515.2614787241805,38.92635969011462
22,2017-10-02 16:50:00,4976.780700683594,5104.0251467408325,4736.690106190429,5542.7004380044145,16191.14905241354,127.24444605723876
23,2017-10-02 19:40:00,5786.14697265625,6120.195580510424,5758.158518177328,6502.873289878286,111588.472409312,334.0486078541744
24,2017-10-03 06:20:00,6884.032958984375,7141.823431214346,6738.644234354154,7521.820687780462,66455.92757255139,257.7904722299709
25,2017-10-03 09:30:00,6792.60498046875,7204.04974219664,6779.401806554727,7582.270044694386,169286.79195332032,411.4447617278902
26,2017-10-03 10:20:00,7131.1058349609375,7460.531802328845,7063.230237832453,7847.491315808799,108521.467976282,329.425967367908
27,2017-10-04 15:20:00,9218.325927734375,9564.679817146103,9185.868022689196,9925.852517319816,119961.01671063168,346.35388941172823
28,2017-10-04 18:30:00,4160.522888183594,4431.418867734827,4030.964709804102,4828.578754738704,73384.63173702195,270.8959795512328
