,index,Date.time,Power.me,Mean,Upper,Lower,Squared Error,Absolute Error,Turbine
380,177082,2021-03-12 13:10:00,2024.7198059082068,1923.937468721898,2213.1519516093417,1641.2885200273852,10157.079488734826,100.78233718630872,1
381,177106,2021-03-12 17:10:00,1949.3565673828157,1916.4645525225053,2235.240480554786,1582.7900734967598,1081.884641570879,32.89201486031038,1
382,177120,2021-03-12 19:30:00,1465.1695373535165,1511.781782283838,1825.2167804456592,1157.9283604803084,2172.701377444291,46.612244930321594,1
383,177159,2021-03-13 02:00:00,2052.277313232424,2029.918572347985,2322.2773248858753,1706.994993571644,499.9132939374911,22.35874088443916,1
384,365146,2021-01-20 16:30:00,1994.3905090332055,2020.822845335903,2153.1908072277665,1872.428569128676,698.668402418884,26.432336302697195,2
385,365150,2021-01-20 17:10:00,2016.6202026367212,2068.4550299289494,2174.9762127510076,1941.6523662737773,2686.849320415134,51.83482729222828,2
386,365167,2021-01-20 20:00:00,2058.5021587171086,2057.4798863649744,2225.8703135924693,1929.3985663901888,1.0450407619380373,1.0222723521342232,2
387,365180,2021-01-20 22:10:00,2027.834652549344,1957.471354857028,2123.135196117642,1810.009359465682,4950.993662137434,70.36329769231565,2
388,365356,2021-01-22 03:30:00,1883.9229370117212,1810.7317042056832,1941.1523970950664,1695.7936085015908,5356.956559667651,73.19123280603799,2
389,365379,2021-01-22 07:20:00,1634.0660095214848,1557.2248956784044,1685.58947541226,1418.6586681879592,5904.556776645241,76.8411138430804,2
390,365387,2021-01-22 08:40:00,1722.57279663086,1664.405248782127,1787.5338185295286,1524.7819327822704,3383.463622734639,58.167547848732966,2
391,365403,2021-01-22 11:20:00,305.15430811831834,298.8422040082536,415.3227018093914,187.268765581055,39.84265829629633,6.312104110064752,2
392,365506,2021-01-23 04:30:00,363.73116378784187,429.55823695171273,555.5325930525108,303.99123033433756,4333.203561321608,65.82707316387086,2
393,365532,2021-01-23 08:50:00,277.22090377807626,267.13804548286873,392.54759438998633,152.9758370774366,101.66403140123528,10.08285829520753,2
394,365548,2021-01-23 11:30:00,401.1692443847658,359.96488566396397,480.11691297630415,214.3486287323359,1697.7991775925195,41.20435872080185,2
395,365561,2021-01-23 13:40:00,733.4123199462891,632.8907232481843,745.5207143929134,517.0140082240246,10104.591402736449,100.52159669810489,2
396,365584,2021-01-23 17:30:00,607.9542139956827,553.2894119406973,662.762327578067,428.0964789302176,2988.240583710741,54.66480205498544,2
397,365586,2021-01-23 17:50:00,564.1556219803659,525.6417533356297,641.5750645295855,408.1169289192024,1483.318077983998,38.51386864473625,2
398,365636,2021-01-24 02:10:00,305.7056243896487,238.88051114201008,349.32887048141976,122.40540672626447,4465.595760559723,66.8251132476386,2
399,365664,2021-01-24 06:50:00,24.80156809091567,18.93525109332819,145.94948314666115,-126.89532179312504,34.41367511618373,5.866316997587475,2
400,365693,2021-01-24 11:40:00,469.8798400878907,407.0064025419172,537.4349673322496,299.3927342689199,3953.0691488474376,62.87343754597356,2
401,365697,2021-01-24 12:20:00,578.8252395629881,468.0845447350601,592.1527726693329,342.0092046402305,12263.50149097229,110.74069482792804,2
402,365716,2021-01-24 15:30:00,109.51633081436157,84.15860727768366,199.9121256751627,-29.531653063859384,643.0141429625888,25.35772353667791,2
403,365896,2021-01-25 21:30:00,1934.07083129883,1722.736692905605,1851.2343712595,1601.0492732583632,44662.11805040677,211.33413839322495,2
404,365905,2021-01-25 23:00:00,2035.644940185549,1930.117563476458,2050.3360408614103,1821.9604333987895,11136.027235102392,105.52737670909096,2
405,365960,2021-01-26 08:10:00,407.20141448974624,384.2220125704692,503.1514542371749,262.92497000382446,528.0529125676738,22.979401919277052,2
406,366012,2021-01-26 16:50:00,1665.5284606933612,1641.6635729194577,1785.6936819741677,1518.1598945472465,569.532868461011,23.864887773903547,2
407,366021,2021-01-26 18:20:00,1822.767742919923,1701.6394646093834,1807.6224863007023,1594.214586908658,14672.059806475538,121.1282783105396,2
408,366022,2021-01-26 18:30:00,1928.6522338867208,1872.2008214620323,1995.3036333954624,1750.219680473705,3186.761964742243,56.451412424688215,2
409,366096,2021-01-27 06:50:00,709.9517608642578,660.5297216542452,788.431518030474,548.7602676132137,2442.537959676022,49.4220392100126,2
410,366114,2021-01-27 09:50:00,498.21631927490233,461.34069625900565,568.272890142204,346.4683571023983,1359.8115728105288,36.87562301589668,2
411,366212,2021-01-28 02:10:00,309.5289642333985,296.21297284822174,427.7803392349618,174.3766954609112,177.31562657010127,13.315991385176744,2
412,366227,2021-01-28 04:40:00,38.14288943409922,21.04603020469345,148.73039359221315,-100.54091784028849,292.3025955101171,17.096859229405766,2
413,366245,2021-01-28 07:40:00,1589.470568847657,1535.5737994829192,1665.6925942761477,1430.299017954207,2904.8617479557383,53.89676936473779,2
414,366295,2021-01-28 16:00:00,247.9112022399904,267.3688382797988,383.9906371949158,134.95791671644176,378.5996002576515,19.45763603980842,2
415,366307,2021-01-28 18:00:00,314.8958015441896,318.16515406070107,415.7679239506198,175.3413334900356,10.688665877219728,3.2693525165114465,2
416,366342,2021-01-28 23:50:00,1372.3555419921895,1339.072541028362,1465.831645478304,1218.754505431684,1107.7581531581482,33.28300096382759,2
417,366359,2021-01-29 02:40:00,2045.1712036132835,1996.4903642230831,2106.8563848258027,1876.6983060956288,2369.8241237344637,48.68083939020016,2
418,366424,2021-01-29 13:30:00,1800.0381317138697,1720.1371411592334,1841.4105627601837,1614.1069819210302,6384.168291612085,79.90099055463634,2
419,366430,2021-01-29 14:30:00,695.828573608399,718.5870667737264,849.8759200017408,604.1634988498818,517.949011156255,22.758493165327423,2
420,366452,2021-01-29 18:10:00,262.1672073364258,297.68367556845664,409.36484667325425,189.20155613412103,1261.419515676855,35.51646823203083,2
421,366461,2021-01-29 19:40:00,254.8226211547852,303.98879926081287,425.25649430277787,178.69829996952447,2417.3130695536347,49.16617810602767,2
422,366463,2021-01-29 20:00:00,237.7095291137697,288.1771812466955,409.7696640589183,158.14080556247384,2546.983911810012,50.46765213292582,2
